id,label
0AUciMQ3fA4MIRW8,1
0AxVDXK29DHM1dlC,0
0aXWJNkuHW8SUU1v,0
0ay9ThMrjTjDEBU0,1
0AZWbnZ0ar2AFY1P,0
0B2Qawde6uh3L9oJ,0
0b4Iv0Yaz5AudGHZ,0
0baJnz2AfuFkXwFe,0
0bBgm0RpcJTqsmjl,0
0BDROicKiO6cMRH8,0
0Bfb9ccwIfaVWjLB,0
0biUYINavPjnFX2F,1
0BJ6ouF0UMr1Omyb,0
0Bjmcxq9QbKNavCd,0
0bJVUrhuDBoeLijG,0
0bnJAAPdMldA2zud,0
0bPAxSUGTLPXwKJ9,0
0bRhbrUJ0h46p2LQ,0
0BrPBlLazED6wTJH,0
0bsmUgf2CK2vNf0T,1
0BuLJWGcFuLlMLPs,0
0bvZjNcykz9S6XNA,0
0BXpYaHu3LpasP7R,0
0BxVwmJxFGspX9TK,0
0by0tBIoD3gkjeyp,0
0c1RinP1TvZRbbSX,0
0c5DfXKuhtdRLgca,0
0C6ShYcu7AChdb8e,0
0cAtMkozwSE0uKFj,1
0ceeHXFAnWkT0H1m,0
0cFxkL5EIJo0cyjh,0
0cgyKOSndpYmz5pF,0
0chbc53446h1SNpE,0
0CIA8hucRoAi4YJa,0
0cj4Asg936GgBK85,0
0clNhAIeaBUw4KOv,0
0CLY9L4iKRGjuLbH,0
0CMoqXaHuDV0CQP4,0
0cp3Le3Sdj3p94td,0
0cPFnLXim7o2Dn7C,0
0cPPLUWIHUYNstUT,0
0Cqf3lCeePvLa2v5,0
0CR4dVCROg1c8rPq,0
0crZqrJuRueiwm9l,0
0CuHWkwfoM3Ro3B1,0
0CXowtCaVKKdjx3P,1
0CZdyk2HE0RLgqqI,0
0d1pNLJ6zr3mDXLa,0
0D7IpnksH8v6ezbP,0
0d92o8s8oaqA2t3t,1
0dAbui7Va0UD4EvQ,0
0dabWtj0NtGukOtP,0
0DbGdN6OBPC4WmhN,0
0DdQb0L2eIaK6X0T,0
0DfwFWX4dlwvMqTu,0
0DgXFb5XZKxHW1nT,0
0djIgCbzrjbXwLnR,0
0dJiRTjoJNxDqv8C,0
0dl5rGY83hUuOR2v,0
0dOnpRbcEYg8VnKq,0
0dQiVxPR6l4u0HKm,0
0drdcA2S8CYNTqxz,0
0dRvjv0QqpHoiuEY,1
0DVuiTMyXPNQyzAd,0
0E3sBJEKL3OQOZDC,0
0e5f7UKn1oOFrEoc,0
0e5UU1V1WjcddLEP,0
0E6NAUWk3W0rlfc1,0
0E7dzwc9kyDJ1YsS,1
0eaaGdW7tkZJDy2y,0
0edeRbAUEDuloe5N,0
0ehqg0JFVG5rrEhu,0
0eiF0IBIgzN28n5K,0
0EJH97mawLrd6Ryq,0
0emxY5pnHz1YLxOg,0
0ePccw0x56bflIgz,0
0EqXhbKMyuiqtycF,0
0eSXQsPmAv589bZI,0
0F09euOGF6AhSSlg,1
0f09SVbGKpNef9CI,0
0f2aXtqrne0RkkfZ,1
0f5MiueFtvDDrorC,0
0F8CA4A5gEtVxMG5,0
0f8EWK6ACg50u1fR,1
0Fa4px1Xlgrt8nY1,0
0FaWs0FtXxaibNci,0
0Fb6m8POyFUkAojZ,0
0feJ9iYGRXUeF8uW,0
0fGdVxagxoNRs4X5,0
0FH9M3hUnN3RkFlg,0
0Fi4mi7eXQYI9jXc,1
0fjdI675lZscoRR7,0
0fkjDjS1cu4hgzLx,0
0FkRBy4EsiExALre,1
0flqdfBEo8xQRqqw,0
0FNVhlfhVZELscf6,0
0Fq3V6TctQrCfWGb,0
0Ft5kyh4o1hfY6YP,0
0fTDP1rsksWFPYaV,0
0FU6GiylnwMepg7M,0
0fUEoKC2vbbDPmmu,0
0Fv90AtMutvhp858,0
0fviMZgANNMcDV9z,0
0FVQy1ZtDc93HEkd,1
0FW7DivU7UUph0uJ,0
0FWjwgERti56NR8r,0
0fwlgVmzBvUz0GWg,0
0FWPhzKw8jnEAVqY,0
0g40fU0NjqEEuYPk,0
0g7NDRYBmJAVFNcW,1
0GB6SV48aJgaurUR,0
0gbkt1HD8ADg96Lk,0
0GcHhjaLUsUyRnPl,0
0GCxCstcxppFpFng,0
0GFdYLd8LvlJBBNN,0
0GFn2H6jL79lKXIq,0
0gHHekCXopeMny5U,0
0gjL4MYkxMkYYLsS,0
0GK8gXWyPU57eH3J,0
0gKcK8jW346q2MTO,0
0GvFeSupzcTa8CzV,0
0gz36v1bmjXlvf2C,0
0gZGKTTEuAheRIXx,1
0h9OXU8J2VJljwsX,0
0H9X6jfGSp5sYnNq,0
0hcvYRLCHy9Pl63r,0
0HH19FTQpgNCS5lF,0
0HIIpVno7OcJ6K7V,0
0HN2B4GRQmsjweZq,0
0HTWgSQmMpcE1oO5,0
0hWa3gK3hhPRygXg,0
0hYdzp7PcPMk7GUk,0
0IBwha60BFLYncp7,0
0IE7iHfhApBzGbR1,0
0IF7so1OCFUMsP9M,1
0ifuzCbLWJyFw6e4,1
0IMOQk9cXOeTer8Z,1
0ip9E8mZk3qIiPi4,0
0iQhm6tZiOOYFQQT,0
0iqKmxhheYSw9bjK,0
0IrCa1JEmR1OF5vG,0
0iRSSX722qveNUsI,0
0ivUqEY4hUOgtyoc,1
0J1cCGEJlfs17NWW,0
0J1QuAe8jnVPLqyx,0
0J1Xuib52gh7VlYT,0
0jAtYvZJuzKHzYQ6,0
0jBCL2Mmapb5sHBN,1
0JCYEuAxcpktQJve,0
0jeiSpmYnlJl1yr7,0
0JIKXEfOn8z4N3ND,1
0jjKFYrYuEAPZkht,0
0JJoRxlFtCLeuKrA,0
0jK3IUmGnNzJhU6I,0
0JKH6UxYsVxEzjao,1
0jLSPu8xvcqoXGlQ,0
0JNKh8wzcDbBUGUw,0
0jVi4qbGGsitcIJl,0
0k1OumPPIdSyX9cc,0
0k5am83Cuzj97JIX,0
0k6Ux6bemiKlRN3u,1
0kam19PP4HWomOKi,0
0kBkvLFO42eIvAnu,0
0KbO8jsDK7nCG7LR,0
0KfN090imDL0WIz7,1
0Kh03mglYtu2Xlqj,0
0kjcdMd6Fy8TaPoq,1
0kLwTsdWjhqFH5L6,0
0KOIzTkJw49JelLS,0
0kpaS14fbbgfE8P6,0
0kqg8SFfZoxpJhoO,1
0Kt9nWwOdTk0jmvo,0
0ktvgihnznLYuYKa,0
0KWeK5q6RIMd3CRb,0
0KyAxrg22dyG5Uwe,0
0kz4WrqGy5d2KXty,0
0L6EYp1nF9KAK3OJ,0
0L6YKezHWK7JyExY,0
0LbIPSdeyDrTHglR,0
0lGuNgzwwrYLkMIH,0
0lhPySoNr8rvwHsH,0
0Lka34sVJqhgchhA,0
0lN0x6xezCwpvD9g,0
0lqHFK7dOjL1mZ8o,1
0lYoNxnGX61YslTH,0
0LzVpE2Sj6JouEdu,0
0M0s062O1HbhYBfL,1
0m1n8iU4XI7EXzyF,0
0m3uq1P0Aofgl95X,0
0M5E4jA3Zd4dG4p1,0
0m8fXbRFK0yVri5V,0
0m9CZSDTwEUxwuoU,0
0mC0uGB75JNLWpvu,0
0Mc4LywNo1q61RpY,0
0MddjyiFO6wpDjzT,0
0MFmmuyEEMpsxH3h,0
0Mh1jgt1vfBjXz6u,0
0MIcqOPL3RzugRbP,0
0mJaeZD1YsoZb7Ac,0
0mKAw6c6jjptdSQf,0
0MkfdjmnidyD5BJf,0
0Mnd0tSfNNozPqk1,0
0MpRUYLKfkrSdNIa,0
0mRjWE3bcON1Bqlc,0
0MvyT0s5BpgV2FMF,0
0N0nHK38TfyfP3hv,0
0n0vZPd9Hfh3bhtM,0
0N4NpPlnNCcvhcFX,1
0n5jM2Z9e7pdSFmP,0
0N5SnbelXAi8oXZh,0
0n8e51P6wCruItDG,0
0Na3lsNQccAlyy32,0
0nA68GtD72EtvHom,0
0NAIAW1wp4Dj4a0r,0
0NAJB0quFl7hLshu,0
0nEP4ssCx3S6lkZF,0
0NewfQCypaeKTUMN,0
0Ngeg3Xjmc6J3l1H,0
0nJoAHUfQuUR5J4M,0
0nK9cYJc2BYbb6ts,0
0nombygt7ICPsted,0
0nqRQyvtrI8lwgwY,0
0NqwxO9B7XVBUkdg,0
0nqxaTQqiCx7p4lB,0
0NrOkJWdBXVIg3XS,1
0ntpmASuW6iZcecp,0
0nV7GNFZzdepTqE5,1
0NZpKCd5leTzvNi2,1
0O9LBrzZ5t818WOq,0
0OAcb3UysKDRwLDN,0
0oACopO6I2EUR0x6,0
0OByw3Y102gdxtUr,0
0oeCEqMHY8HlIW2A,0
0OeP8Ga5rElpe5Iq,0
0OfguMZgGZhyH10r,0
0ohnAotWLJaWelsw,0
0oHv5h6W6mRN0uVB,0
0Oj7v1jSADlk9ZKW,0
0oKPttjnaAW3bXfT,0
0oOcCZ21EOGqUKgv,0
0oqFJ5c93VtRvYnN,0
0OuKhguBvGOiXrkC,0
0oUYWdeWqlUNtWxW,0
0OXB6pNV75Y8tPoO,0
0OXlC05Du8JEcdxB,0
0OYv5pag5ntewbPF,0
0P1TXDVmlTqAgyyy,0
0p32f996QacnqJkt,0
0P3LUktKvMSwjb6o,0
0p5xHA1H19njIl1s,0
0pcU2WDMDWWwEDhq,0
0PdYSPXWLa6LtyFT,0
0peEo2AZHAN9RzIM,0
0PfIw11UorZhKtwO,0
0PJKw96Nk8Fu2Zqw,0
0plM9HLDxDfLWwN8,0
0ppeKeFBWqSLOtMo,0
0pq8t7BnIbtQ7jIt,1
0pts9l1dRP2coaBF,1
0PVfJ5PGGY5TaOIC,0
0PyLZzC5WFyNzklL,0
0Q31B6KoSbk55rwn,0
0Q6uiPywjNFISmpO,0
0Q6VVxyorQzAFM3B,0
0q7tgR3DFYBccoq8,0
0q8dwVtwYmReNbAf,0
0qALcNssPSTdnCrn,0
0qao0aDIrJbxRn9Z,0
0QdWtnwcTjtu0NRY,0
0QE1kYPZ7G8nEELs,0
0qEPZMOHPY4UZaYL,1
0qgxp4mDTMuQ9kBC,0
0qIUGaBVeayiZSjC,1
0qiw24HsiASS5Arl,0
0qK10Py2oTu9Sfje,0
0qKIq10O0mqKRn71,0
0Qlna5JJVisVpVJV,0
0QQzkn6kzYssfP9k,0
0QR9mReJLDDYRwjn,0
0QrNSErH3PU8Tyrt,0
0qZylaYJtuGYYiwZ,0
0R3MQF97sQNoLWWZ,0
0r73vcgAClnGUYIx,0
0razGp3HSMVY2nP4,1
0re6EpKtkMPoRt0u,0
0RGcezS1HT1sqRSv,0
0rJwYxjNwA0e4mNW,0
0rKSSDqMKsnH37uU,0
0rNEK8WsqM2fcTH5,1
0rpHFOczsvdhqaQm,0
0RpKs2NZrhh4qjUY,0
0rw1dP4L9RiQpdug,0
0rwxrtwEAPyyMU4Q,1
0ry0IsQYtJQmrfqt,1
0rZDZ1Fy4u4S1KQ2,0
0RZQ1FmM55nY5Cdu,1
0s0wTd2WGaDyiAgD,0
0s17t2RlJjuZJkKN,0
0s2DYLd4fxvhn2Ra,0
0S36jGicR1zboN3z,0
0S58Oztz9kfZnrTr,0
0s6m9O6lYcXPTFMu,0
0s7GfZeG2RmMDZSp,0
0sbRIRjlufWjKoSs,0
0sdii77e7uc5MURk,0
0Se3ZmpBMsvblZLq,0
0Sebdgx1gpKinFt4,0
0sFCulyr9Xy7UGyS,1
0sH70tTWEaVExEtP,0
0SiKQqKdJNHoqsQO,0
0sjomMNhXMgU4SbV,0
0sm7kzM7sQl484ue,0
0SmCvHrtfDsNkGSQ,0
0spWX5gq1W9vp95P,0
0SPYcRj4WjVzicqL,0
0sqA5EfodB9PAgQq,0
0srE5NVzlPdR7vSJ,0
0SthZE2OZrYRh4SH,0
0STMl7SkMdKqAVKW,0
0Svph9sGfqa5nsX9,0
0sYoxYnFPFH37avB,0
0sz7WAfdPdcttiAO,0
0T1sXcJyPF1PDmCc,0
0T1tEnHgZCXXQDXu,0
0T5mFwvm215FOwWc,0
0tBwDqIjXsNzGwlN,1
0teYwygMqLLtALaF,0
0th6TrtyTha8PnHq,0
0th6wcwWVVadPIlt,1
0tHoLhuakmrlv7s8,1
0TKkUJBkaeR3p3Nq,0
0tlwi9xDkckUcp5U,0
0TMCTXlUYVVuLSYu,0
0tO2IiLZU1eeyaeq,0
0TPnzvyP0oBOPbbq,0
0tQKIgKxZlprEOTY,0
0TQW8Wo7YUY83XRL,0
0tSkGOQT9L3WuSH5,0
0TxkaZxgf1QQsYAF,0
0U22dCji1CEyvruX,1
0U2cYuSqgZzYZRdV,0
0u2Q2xQiygMLoaEr,0
0u3C8bPhjaDrVZAt,0
0U71tHTZhmRcCDDu,0
0u9pAytP5OUtO847,0
0uboP9ark5Hy2cTQ,0
0UDWPqeH71mcMAiB,0
0uhFwn9bwPyI8eDd,0
0UJLeiZYWjCj5Ale,1
0uLgWADqRsuimy1C,0
0UNh39rysVxQdTaP,0
0uQBJ9HfpgqqgEeU,1
0uqbq6sm1vb7DBeO,0
0UUOxjrYlX9UHTcU,1
0uWTk4k48hld90C5,0
0uxDZd6mGy0ZpxIO,0
0UzGak0fjFA1Vr6V,0
0V6G8eAdDAAfkH6h,0
0V8aR716ZyUTmapw,0
0vACbzZvqkLnBnnP,0
0VaufXDepCI4kVDe,0
0vExqCsYurqZ4e3z,0
0VG2UlvRDePHYRf4,0
0VgmaRMrgvgevjPO,0
0vH2JJanIghrUc7x,1
0ViBxBcEyY8usal3,0
0Vl6zGDGO8bfhbQB,0
0vOyHem0fj7oveKA,0
0vpjoBj6JoyR21x7,0
0VpV4acjvTY8JFDw,0
0VS795NVYmIlmB79,0
0vsMDHkYcYKrJobA,1
0VWbQ2iUfOa78iCC,0
0vXHt96JyPTHBYR7,0
0W9vo1qKpdxjK6Vv,0
0WB6ZOYOKmxruyae,0
0WbPGW0ROxsmI1uJ,0
0wgDXdNTwufKOWn4,0
0WgE6mEgay1YnLWH,0
0WIwxl6IGaCZop0i,0
0WjEe4BGnesIxPWJ,0
0WJyHCXshmdljBcA,1
0wpLNK8aHM6wWFDj,0
0WqpCZhhNxh1W94D,0
0WrwUDeF79Drwstm,0
0Wt6ZY7VfUPUz5qg,0
0wUvKB90dI8OxwC8,0
0WwzRmHkNuc3KDPD,0
0X1XEJOCt0VyFxTM,0
0x2fZ4uYxFbKyiYq,1
0X3vzvrRrXpZfQAH,0
0x6BM0zkbvR2RWeT,0
0x6nxYhZEKgCLq64,0
0xAc3fvfTc14XNPG,1
0xEC6OEIa4LckWey,0
0XFfNciTPAgcASE3,0
0Xj3Wjyesc94M7Zf,0
0xJEH6fvfpuAJZMs,0
0XJkOUcps9EMXdmH,0
0xk0nXzqhz2tG3wY,0
0XkIEXDJBgIltpge,0
0xLmroaAVlNerHtR,0
0Xn0H7ySD557Oyh0,0
0XnDfX4ZnNn40QDX,0
0XqkTFhNHJkbcrkQ,0
0XQlux98IGz7xOTx,0
0xsEz9zCfAREvHKa,0
0XSmqRCljNWDvju2,0
0XtOSclb4jj9mpZG,0
0xUEbgCdLRcgMDzJ,0
0xvqI96fXUVbLSyw,1
0XW3dA7HUPywmgLN,0
0XW9vd8LebSbKUqf,1
0XXpLHZuEm0vM0SH,0
0xZxpgIHFQCK2qrX,0
0y0PdXaqRkTE7bdY,0
0y0vtLti4USFJEUU,0
0Y4hkKrDk0yAi92i,0
0Y7Fd3SUXggrPLdg,0
0y9D7N64SZ6P9lRt,0
0YAiaDOkzbqvfcc8,1
0YAvJO8rgj79oyv9,0
0ycJPTSgOby8vrSM,0
0yDwExZb8sO3WFEG,1
0yi0bPlMlaDYXGfU,0
0YQfpFy7BqR3OrVL,0
0YTieLSUiJr0VARB,0
0Yu4CZGh8lCseZIz,0
0YVb3CDFCWhHRDey,0
0YvzD8aAfjnGJ7HU,0
0YWqY2SQyzP87ctH,1
0YY1QKI8GeZPHnNB,0
0YyEHQlWHKApjr6i,0
0Z02NrGVLV58zSBH,0
0Z7UYShCiFBeBZL2,0
0z8Knrd2nZePX5oH,0
0ZAa3ysXhowcZAvR,1
0zDaPYKCJyfh6Qnt,1
0zfOdiiH7i6Lnrp0,0
0zfvZiQp2zrIvqvZ,0
0zHR3lEs2YpQamcX,0
0zIAYwWK4oHPwGDJ,0
0zIS1JvgNAp9LkRz,0
0Zjc7d2FjXyDGbvc,0
0ZkUEe9Ig3r4Rmn6,0
0Zl1gZKGuDBi2piI,0
0ZOTNZhJdw7RDhsv,0
0zRHzDUDEdjJE6HW,0
0ZrwjrDSGVIdFfz7,0
0zsM1McyuXEVfNEv,0
0zSswsLcdaLJNBZY,0
0ZtDzL834etPuyj9,0
14IshVTarZJrlpMG,1
16vNndZTSve9weYU,1
16wH0HxQAzY6FYRQ,0
18IKP7ILIbu4BqPh,1
18z89eGIapqsheRH,1
19h9T7yDgQlkUKzM,0
1a0Xr2rv4yFdTHwK,0
1A6HkFm92QLtXzEF,1
1A6HtdM3YiZxGdo6,0
1a6kA0Q6hWwGUKbi,0
1a8xBfvrbEEw7wUw,0
1aaqs8Z4irSm6ebR,0
1AaWBgdaVKG99Pbk,1
1ACxlGKZ0ps84Ng6,0
1Af5W3QAVcNvDApy,0
1AH5m4WyXPfO7DDn,0
1AMc9RHUWHYUV9Ej,0
1AneTfy3P1TYN73K,0
1AnrSjKSSV6G8UTq,0
1AvkL8cEzC7sFMpL,0
1AXD1WMsS33KsjVh,1
1AYR9jAdKEG5wTAO,1
1az7HwCralfdrzuA,1
1AzzCWUhMEx1elhW,0
1B1QhS3L0TOk0IEz,0
1b2GKiOlE3UXdKwT,0
1b3bfG4CuXlBQ6DC,0
1b9T3vfF2DEuuULK,0
1BcMkcsn76OleL6i,0
1bdJ2TsNxXefiNXg,0
1bE2NlRxyPvU1SoE,0
1BEdCaDJDHyT4lVS,0
1Bfgfim64BTxuZ5w,0
1bfYPyF85cEy76S0,1
1Bhoj386Z1cxQFpv,0
1BjOYuwPdhoTsQyh,0
1BkIyV4vfXNcueK7,0
1Blv376KMtAfcrUL,1
1BNXxdo2HSyeMfk8,0
1bpeaFRqUeduJfUJ,0
1BuPSIJQwqID2BsS,0
1BVT8PIJVlIUAfu0,0
1BWJLgGmlssOW7oj,0
1C1tF6i9gnWPU0t4,0
1c215pH9flyscTiw,0
1C2Qd9owGASd2lJa,1
1C5LygttlzofOgR9,0
1c8Ic14rbc3xB3En,0
1C8nOFQIfQQRDWIt,0
1C9y6WBpljyzeLyK,0
1CgAploQApBLWddT,0
1cGHg4SdjzywNZET,1
1Ci7qNwJ5mrJqajY,1
1CI986rDNNFKakYv,0
1cJtpFY8qiP9DIt2,0
1COUEwMtYUzU0XfF,0
1cqM1rW9COO2WQUp,0
1cSCyXo6Sd5FEdcW,0
1CSjdkuB1NeLo2qM,0
1CVPiWfm2hmIbNgW,0
1Cvszu2cAdHk1JKX,0
1cw36d2kahHGDZlI,0
1cWYAD5t3XUPH2jH,0
1CXo8MfKwZQMUWUL,0
1cy0AMepkB2kzqJ3,0
1D5734eGYksdunFo,0
1dAfrn0l23zjiX9Y,1
1dcSXfpytwSaHJ1s,0
1dD6BWKuGIO7EAWz,0
1DD8scIFmvOL57PM,0
1dDaxvw1xFLoZIO4,0
1DeYum2Souk93SOL,0
1Dg0xTgRVtgOgyiP,0
1dGkGKf35K05yBMc,1
1dGp3WTksZIsB8nL,0
1dhKzfuQ2ekuRhWS,0
1dJIoSn3wpWAMU1Z,0
1dJJpZSperlVRJQU,0
1DJn8sPKbY8Qv6t2,0
1drfRuUT8teAK7Df,0
1DrIkX5bifhhtgcI,0
1Drm2XO9o06roiKm,0
1DTG9UkuO9GLyFrO,0
1dVBnlov5MtzBaDd,0
1E4H6Xib1xLrvgeJ,0
1E9btva213yaWQA7,0
1eA9BF1aw6yY1zEC,1
1ecIY3BkpWaUQUnb,0
1Ed9h7lM9LnATSfu,0
1eefSSSuFQmksZwk,0
1EFqmpxB6nXZXMLU,0
1EGsavQeDqS9vFrH,0
1EgTSkTIFKAwnLCL,0
1EjMM90W5S6Vb6Wm,1
1eJZDt4ptqZU3Evc,0
1EMLyRLhkpi6mxSN,1
1eq9Mc7AJRNx7WNG,0
1ESyBteiXVhBVdee,1
1ETACK8qoYMwJnLt,0
1ezwW4ByrskPcE9u,0
1f2PvWYX8OXKQzJW,0
1f3rq8bBoJd7wyHJ,0
1F6aNJThEEcnEJiJ,0
1F7UXf0rjiE3AljY,0
1FBJlQ5ldpOqIyg1,0
1fdl7G8BDf18zNBD,1
1fdXERmN4sDc8N0j,0
1FGCE8GgcevUVhZe,0
1FGfes5Zz1FVnJNS,0
1Fj2TU8LPlRlUBUn,0
1fJcXR1YsD5ytZVD,0
1fJFRIHAZfmpG1Tz,0
1FJlhbLMfIYawa0U,0
1FK0pqYSx8De8vtQ,0
1FlCkl7snSexQ4Bp,0
1flRNg2sUEGB3haZ,0
1Fm0jAEpKsxMz5qG,0
1fmWFIkDnyWw8Lgk,0
1fnnhcqYB7bPzvr3,0
1fPgBo50VOuMONUk,0
1fpqKMr6vvpeQgvB,0
1Fql4k07cBTmo1mt,0
1fR3rorLbEFHCJnq,0
1FSMnoMGf3cuprAT,0
1FSuQOAoZzjyXz3B,0
1Fw8WEON5xKxpmrv,0
1fZYHiqe0I1BzzWO,0
1G42NDMuA9X5nM2J,0
1G4x2zkSoiNKqr2O,0
1G7NfwZgZP0FYiJB,0
1Gc6sBg8Fu8JI3uf,0
1GdTQB5iuHAatl3n,0
1gHaGfdHmUpbvtN7,0
1giRFoEdHPsJWE5E,1
1GJweSM91fEDcw55,0
1GjwZMLCFp1RQPjd,0
1GKFo4iEQFne1Fri,0
1gS5HMGcxnc3vN9l,0
1gTCB6CXjdMgcA8B,0
1GTmWImMU4AZQQwB,0
1GUfQplxrFjXAWUI,0
1gUmCV0YgeRoIf9Y,0
1gYPYo0TSghtNnEY,0
1GZkIp7udkaZcqVd,0
1H2KZjGxQ6ZSDM1a,0
1H5Cyfc84B05iOwi,0
1H61w499EBdoX1gW,1
1HCFHjbx4mIRmvjh,0
1HEcu7NYjh5HiHcO,0
1Hi71T60EQKyBIlq,0
1HieivywYqmQEn3h,1
1HJv1KQpplnWjSiX,0
1HKyDiCFIvxWqWwH,0
1HqtN3jOh2jDnyGT,0
1hqUiAwbFqmuKfxk,1
1HSKljoPfQ7FkZDV,0
1hsmS8Qq3s7qv8nj,0
1HVAvcojoc1jf921,0
1HYYldY3ud7XOQ3l,1
1i22Oy70xtjNH8Xo,0
1I3mQiATsfgyxuDg,0
1I4Jl2sh7l07aCTY,0
1Ia2Su8sVNkeU8m8,0
1iaRbZoNykkJn0S9,0
1iCcCNxMkdonAYaB,0
1IE8VaFyo5X30M00,0
1iEAKslgePJFlsH3,0
1IedGpLLqnlHN1p5,0
1IEosW3B6gTpGh5Y,0
1IgfMnHH2brFXsl9,0
1IkItklORaNUutAt,0
1Il4Wdkyc51l8dXF,0
1imfTfrPTx7Fz1LF,0
1iNcLnQwQJydHQwB,0
1IPOdTYKrpTyzQPN,0
1IQ8EiwUMbqDUjEr,1
1isFIotjPK0BnqSf,0
1IY6Sf5hq1fAHCY4,0
1izn6r87G2g7GD4M,0
1j1hxxXcoU7YvfO9,0
1j1LvxZrBclDxQpG,0
1j24Nasp12lzAT1k,0
1J6GSRq0ovDUnTFQ,0
1J8AzgPnHRBkIlPB,0
1j8DKxrHMk5M7qsa,0
1j8vl7KoONHUeUR7,0
1JArEzZmGvNteY0F,0
1JaRILOloE2ml5KX,0
1JcfK5yyFaszwaIA,0
1Jdl8CDux0kmMuK7,0
1jef3gfJ365IAZd1,0
1JkId6oR3q5fmAzj,0
1jkOpST1lN1vPxJg,0
1JKytOqyu6XdoE5Q,0
1jlcyK8eOjpgwYTr,1
1JLu9RLUo7asx8y4,0
1jnZDQDpqmTA1xdo,0
1jO2tLIrhneI3sDj,0
1JojNIN4RgpsTAup,0
1jOsqhCYdkBsjxAK,0
1jsRgLbyGP0pUTqE,1
1JtLmiYDOtqz9tBU,1
1JWj4npdv8ZKKCZA,0
1JX0X5mRIbFzybGg,0
1jy9PelHDdTqNi1Q,0
1JYS5pPcbMC63Lr9,0
1k1Lh4CFcD6JoLn6,1
1K2MflNWSV4EYC1i,1
1K3D4AB5KkC4ifJc,0
1k3OlS8elRKanXPx,1
1k4aQl5IHv9kzUqD,0
1KaZ5aVsnT5gFzyA,0
1KdyyTftT83YhsbV,0
1keV4Uz5Edj1WQUp,0
1KjNOxNYJanzlyW5,0
1Km7MUEIJdwgdJm3,0
1KmZhWkuBJeCRun3,0
1kN3B90mGj4Cvaaj,0
1koAomb5FnfWsbSY,0
1kOYPfFJvI3MSAVd,1
1kpq9uTpI3KMnrax,0
1KPr9UUH9erqDU8D,0
1krQoDynzg0OIWcq,0
1kS0iWXt14TYQ3Lj,0
1kthIVZVWG8C8ERO,0
1l6rivIQmpqNzQsu,0
1lbwGoOMKh56tG8b,0
1lCAUqGzaw7TfoTl,0
1ldYeBzSpGJtGqef,0
1LeEjOcCtjy0i5zy,0
1lfeevmIvh9m4GVY,0
1LhBeHQt1bKP0YCl,0
1LILBAadAJIA8Yhi,0
1lOvkRjP2pysvXKh,0
1LpOSfIPljNOwMVP,0
1lQLnnmb4OwQ4nRn,0
1LQm0YzvWY2RW7sW,0
1lRrRldbmD6Ghkix,0
1ls741z9xpBsCUQE,0
1lUPZcWSmCFvnzlp,0
1LXiCkI8TiUVY1RR,0
1lyxKllHI6txP5jT,0
1LZYC6IwqdehCXUM,0
1M9zuqyW4rxQE51V,0
1Mi5s0KHjNGI5YtV,0
1MKOUTMWll0xahNP,1
1mL1ilOpZUyZEpBY,0
1mlIuDeELWDY4Ebe,0
1mN3KFufq5TJ1XCd,0
1MNVV73cMi980uhW,0
1moX3lSEt7XcHqyw,0
